File,Function,Kind,TypeAnnotation
"docs/interactive_pluto_docs/test/PlutoNotebooks/80--Force_Compiling_Routes/80--Force_Compiling_Routes.jl","force_compile","mtsig","Tuple{}"
"files/new_app/routes.jl","<NA-name>","mtsig","Tuple{}"
"files/new_app/app/helpers/ValidationHelper.jl","output_errors","mtsig","Tuple{T, Symbol} where T <: SearchLight.AbstractModel"
"files/new_app/app/helpers/ViewHelper.jl","output_flash","mtsig","Tuple{String}"
"files/new_app/config/initializers/converters.jl","convert","mtsig","Tuple{Type{Int}, SubString{String}}"
"files/new_app/config/initializers/converters.jl","convert","mtsig","Tuple{Type{Float64}, SubString{String}}"
"files/new_app/config/initializers/converters.jl","convert","mtsig","Tuple{Type{Date}, String}"
"files/new_app/config/initializers/logging.jl","initialize_logging","mtsig","Tuple{}"
"files/new_app/config/initializers/logging.jl","timestamp_logger","mtsig","Tuple{Any}"
"files/new_app/config/initializers/logging.jl","<NA-name>","mtsig","Tuple{Any}"
"files/new_app/config/initializers/ssl.jl","configure_dev_ssl","mtsig","Tuple{}"
"src/App.jl","bootstrap","mtsig","Tuple{Union{Module, Nothing}}"
"src/AppServer.jl","isrunning","mtsig","Tuple{ServersCollection, Symbol}"
"src/AppServer.jl","isrunning","mtsig","Tuple{Symbol}"
"src/AppServer.jl","server_status","mtsig","Tuple{ServersCollection, Symbol}"
"src/AppServer.jl","startup","mtsig","Tuple{Int, String, Int, Bool, Bool, Union{Rational{Int}, Nothing}, Union{Sockets.TCPServer, Nothing}, Union{Sockets.TCPServer, Nothing}, Union{MbedTLS.SSLConfig, Nothing}, Bool, Bool, Vararg{Any}}"
"src/AppServer.jl","<NA-name>","mtsig","Tuple{HTTP.Stream}"
"src/AppServer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/AppServer.jl","<NA-name>","mtsig","Tuple{}"
"src/AppServer.jl","<NA-name>","mtsig","Tuple{HTTP.Stream}"
"src/AppServer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/AppServer.jl","startup","mtsig","Tuple{Any, Any, Vararg{Any}}"
"src/AppServer.jl","print_server_status","mtsig","Tuple{String}"
"src/AppServer.jl","openbrowser","mtsig","Tuple{String}"
"src/AppServer.jl","openbrowser","mtsig","Tuple{String}"
"src/AppServer.jl","openbrowser","mtsig","Tuple{String}"
"src/AppServer.jl","openbrowser","mtsig","Tuple{String}"
"src/AppServer.jl","openbrowser","mtsig","Tuple{String}"
"src/AppServer.jl","openbrowser","mtsig","Tuple{String}"
"src/AppServer.jl","update_config","mtsig","Tuple{Int, String, Int}"
"src/AppServer.jl","down","mtsig","Tuple{Bool, Bool}"
"src/AppServer.jl","down","mtsig","Tuple{ServersCollection, Bool, Bool}"
"src/AppServer.jl","down!","mtsig","Tuple{}"
"src/AppServer.jl","handle_request","mtsig","Tuple{HTTP.Request, HTTP.Response}"
"src/AppServer.jl","setup_http_streamer","mtsig","Tuple{HTTP.Stream}"
"src/AppServer.jl","setup_http_listener","mtsig","Tuple{HTTP.Request, HTTP.Response}"
"src/AppServer.jl","setup_ws_handler","mtsig","Tuple{HTTP.Request, Any}"
"src/AppServer.jl","handle_ws_request","mtsig","Tuple{HTTP.Request, String, Any}"
"src/Assets.jl","assets_config!","mtsig","Tuple{Vector{Module}, Vararg{Any}}"
"src/Assets.jl","external_assets","mtsig","Tuple{String}"
"src/Assets.jl","external_assets","mtsig","Tuple{AssetsConfig}"
"src/Assets.jl","external_assets","mtsig","Tuple{}"
"src/Assets.jl","asset_path","mtsig","Tuple{String, String, String, String, String, String, Bool, String, Bool, String}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Assets.jl","asset_path","mtsig","Tuple{String, Vararg{Any}}"
"src/Assets.jl","asset_path","mtsig","Tuple{AssetsConfig, Union{Symbol, String}, String, String, String, String, Bool, String}"
"src/Assets.jl","asset_file","mtsig","Tuple{Any, String, String, String, String, Bool, Bool}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Assets.jl","include_asset","mtsig","Tuple{Union{String, Symbol}, Union{String, Symbol}, Bool}"
"src/Assets.jl","css_asset","mtsig","Tuple{String, Bool}"
"src/Assets.jl","js_asset","mtsig","Tuple{String, Bool}"
"src/Assets.jl","jsliteral","mtsig","Tuple{Any}"
"src/Assets.jl","js_settings","mtsig","Tuple{String}"
"src/Assets.jl","embedded","mtsig","Tuple{String}"
"src/Assets.jl","embedded_path","mtsig","Tuple{String}"
"src/Assets.jl","channels","mtsig","Tuple{AbstractString}"
"src/Assets.jl","channels_script","mtsig","Tuple{AbstractString}"
"src/Assets.jl","channels_subscribe","mtsig","Tuple{AbstractString}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","assets_endpoint","mtsig","Tuple{}"
"src/Assets.jl","channels_route","mtsig","Tuple{AbstractString}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","channels_script_tag","mtsig","Tuple{AbstractString}"
"src/Assets.jl","channels_support","mtsig","Tuple{AbstractString}"
"src/Assets.jl","webthreads","mtsig","Tuple{String}"
"src/Assets.jl","webthreads_script","mtsig","Tuple{String}"
"src/Assets.jl","webthreads_subscribe","mtsig","Tuple{String}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","webthreads_push_pull","mtsig","Tuple{String}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","webthreads_endpoint","mtsig","Tuple{String}"
"src/Assets.jl","webthreads_route","mtsig","Tuple{String}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Assets.jl","webthreads_script_tag","mtsig","Tuple{String}"
"src/Assets.jl","webthreads_support","mtsig","Tuple{String}"
"src/Assets.jl","favicon_support","mtsig","Tuple{}"
"src/Assets.jl","<NA-name>","mtsig","Tuple{}"
"src/Cache.jl","init","mtsig","Tuple{}"
"src/Cache.jl","<NA-name>","mtsig","Tuple{}"
"src/Cache.jl","cachekey","mtsig","Tuple{Vararg{Any}}"
"src/Commands.jl","execute","mtsig","Tuple{Genie.Configuration.Settings, Union{Sockets.TCPServer, Nothing}}"
"src/Commands.jl","parse_commandline_args","mtsig","Tuple{Genie.Configuration.Settings}"
"src/Commands.jl","called_command","mtsig","Tuple{Dict{String, Any}, String}"
"src/Configuration.jl","__init__","mtsig","Tuple{}"
"src/Configuration.jl","pkginfo","mtsig","Tuple{String}"
"src/Configuration.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Configuration.jl","isdev","mtsig","Tuple{}"
"src/Configuration.jl","isprod","mtsig","Tuple{}"
"src/Configuration.jl","istest","mtsig","Tuple{}"
"src/Configuration.jl","env","mtsig","Tuple{}"
"src/Configuration.jl","buildpath","mtsig","Tuple{}"
"src/Cookies.jl","get","mtsig","Tuple{Union{HTTP.Response, HTTP.Request}, Union{String, Symbol}, T, Bool} where T"
"src/Cookies.jl","get","mtsig","Tuple{HTTP.Response, Union{String, Symbol}, Bool}"
"src/Cookies.jl","get","mtsig","Tuple{HTTP.Request, Union{String, Symbol}, Bool}"
"src/Cookies.jl","set!","mtsig","Tuple{HTTP.Response, Union{String, Symbol}, Any, Dict{String, <:Any}, Bool}"
"src/Cookies.jl","Base.Dict","mtsig","Tuple{Union{HTTP.Request, HTTP.Response}}"
"src/Cookies.jl","nullablevalue","mtsig","Tuple{Union{HTTP.Response, HTTP.Request}, Union{String, Symbol}, Bool}"
"src/Cookies.jl","getcookies","mtsig","Tuple{HTTP.Request}"
"src/Cookies.jl","getcookies","mtsig","Tuple{HTTP.Request, String}"
"src/Deploy.jl","run","mtsig","Tuple{Cmd}"
"src/Deploy.jl","DOCKER","mtsig","Tuple{Bool}"
"src/Deploy.jl","dockerfile","mtsig","Tuple{String, String, String, String, Any, Int, Int, Bool, String, Int, Int, Bool}"
"src/Deploy.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Deploy.jl","build","mtsig","Tuple{String, String, Bool, Bool}"
"src/Deploy.jl","run","mtsig","Tuple{String, Int, Int, String, Bool, String, String, Bool, Bool, Int, Int, Bool}"
"src/Deploy.jl","apps","mtsig","Tuple{}"
"src/Deploy.jl","createapp","mtsig","Tuple{String, String}"
"src/Deploy.jl","push","mtsig","Tuple{String, String}"
"src/Deploy.jl","release","mtsig","Tuple{String, String}"
"src/Deploy.jl","open","mtsig","Tuple{String}"
"src/Deploy.jl","login","mtsig","Tuple{}"
"src/Deploy.jl","logs","mtsig","Tuple{String, Int}"
"src/Deploy.jl","mainjl","mtsig","Tuple{}"
"src/Deploy.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Encryption.jl","encrypt","mtsig","Tuple{T} where T"
"src/Encryption.jl","decrypt","mtsig","Tuple{String}"
"src/Encryption.jl","encryption_sauce","mtsig","Tuple{}"
"src/Exceptions.jl","Base.show","mtsig","Tuple{IO, ExceptionalResponse}"
"src/Exceptions.jl","RuntimeException","mtsig","Tuple{String, Int}"
"src/Exceptions.jl","RuntimeException","mtsig","Tuple{String, String, Int}"
"src/Exceptions.jl","Base.show","mtsig","Tuple{IO, RuntimeException}"
"src/Exceptions.jl","InternalServerException","mtsig","Tuple{String}"
"src/Exceptions.jl","InternalServerException","mtsig","Tuple{}"
"src/Exceptions.jl","NotFoundException","mtsig","Tuple{String}"
"src/Exceptions.jl","NotFoundException","mtsig","Tuple{}"
"src/Exceptions.jl","Base.show","mtsig","Tuple{IO, FileExistsException}"
"src/FileTemplates.jl","newtask","mtsig","Tuple{String}"
"src/FileTemplates.jl","newcontroller","mtsig","Tuple{String}"
"src/FileTemplates.jl","newtest","mtsig","Tuple{String, String}"
"src/FileTemplates.jl","appmodule","mtsig","Tuple{String}"
"src/FileTemplates.jl","dockerfile","mtsig","Tuple{String, Bool, Bool, String, String, Int, Int, String, Int, String, Int, Bool}"
"src/Flash.jl","init","mtsig","Tuple{}"
"src/Flash.jl","flash","mtsig","Tuple{}"
"src/Flash.jl","flash","mtsig","Tuple{Any}"
"src/Flash.jl","flash_has_message","mtsig","Tuple{}"
"src/Generator.jl","validname","mtsig","Tuple{String}"
"src/Generator.jl","newcontroller","mtsig","Tuple{String, Union{String, Nothing}, Bool}"
"src/Generator.jl","newresource","mtsig","Tuple{String, String, Bool}"
"src/Generator.jl","setup_resource_path","mtsig","Tuple{String, String}"
"src/Generator.jl","write_resource_file","mtsig","Tuple{String, String, String, Symbol, Bool}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","binfolderpath","mtsig","Tuple{String}"
"src/Generator.jl","setup_windows_bin_files","mtsig","Tuple{String}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","setup_nix_bin_files","mtsig","Tuple{String}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","resource_does_not_exist","mtsig","Tuple{String, String}"
"src/Generator.jl","controller_file_name","mtsig","Tuple{Union{String, Symbol}}"
"src/Generator.jl","secret_token","mtsig","Tuple{}"
"src/Generator.jl","write_secrets_file","mtsig","Tuple{String}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","fullstack_app","mtsig","Tuple{String, String}"
"src/Generator.jl","minimal","mtsig","Tuple{String, String, Bool}"
"src/Generator.jl","scaffold","mtsig","Tuple{String, String}"
"src/Generator.jl","microstack_app","mtsig","Tuple{String, String}"
"src/Generator.jl","mvc_support","mtsig","Tuple{String}"
"src/Generator.jl","db_support","mtsig","Tuple{String, Bool, Bool, Bool, Union{String, Symbol, Nothing}, Bool}"
"src/Generator.jl","db_intializer","mtsig","Tuple{String, Bool}"
"src/Generator.jl","write_app_custom_files","mtsig","Tuple{String, String}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","install_app_dependencies","mtsig","Tuple{String, Bool, Bool, Union{String, Symbol, Nothing}, Bool}"
"src/Generator.jl","generate_project","mtsig","Tuple{String}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","pkgproject","mtsig","Tuple{Pkg.API.Context, String, String}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","pkggenfile","mtsig","Tuple{Function, Pkg.API.Context, String, String, String}"
"src/Generator.jl","install_db_dependencies","mtsig","Tuple{Bool, Union{String, Symbol, Nothing}, Bool}"
"src/Generator.jl","install_searchlight_dependencies","mtsig","Tuple{Union{String, Symbol, Nothing}, Bool}"
"src/Generator.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Generator.jl","autostart_app","mtsig","Tuple{String, Bool, Bool, Union{Nothing, Symbol, String}}"
"src/Generator.jl","remove_searchlight_initializer","mtsig","Tuple{String}"
"src/Generator.jl","newapp","mtsig","Tuple{String, Bool, Bool, Bool, Bool, Bool, Union{String, Symbol, Nothing}, Bool}"
"src/Generator.jl","post_create","mtsig","Tuple{String, String, Bool, Bool, Bool, Union{String, Symbol, Nothing}, Bool}"
"src/Generator.jl","set_files_mod","mtsig","Tuple{}"
"src/Generator.jl","newapp_webservice","mtsig","Tuple{String, Bool, Bool, Union{String, Symbol, Nothing}, Bool, Bool}"
"src/Generator.jl","newapp_mvc","mtsig","Tuple{String, Bool, Union{String, Symbol, Nothing}, Bool, Bool}"
"src/Generator.jl","newapp_fullstack","mtsig","Tuple{String, Bool, Union{String, Symbol, Nothing}, Bool, Bool}"
"src/Genie.jl","serve","mtsig","Tuple{String, Vararg{Any}, Vararg{Any}}"
"src/Genie.jl","<NA-name>","mtsig","Tuple{}"
"src/Genie.jl","<NA-name>","mtsig","Tuple{}"
"src/Genie.jl","loadapp","mtsig","Tuple{String, Bool, Union{Nothing, Symbol, String}}"
"src/Genie.jl","run","mtsig","Tuple{Union{Sockets.TCPServer, Nothing}}"
"src/Genie.jl","genie","mtsig","Tuple{Any}"
"src/HTTPUtils.jl","Base.Dict","mtsig","Tuple{HTTP.Request}"
"src/Headers.jl","set_headers!","mtsig","Tuple{HTTP.Request, HTTP.Response, HTTP.Response}"
"src/Headers.jl","normalize_headers","mtsig","Tuple{Union{HTTP.Request, HTTP.Response}}"
"src/Headers.jl","normalize_header_key","mtsig","Tuple{String}"
"src/Headers.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Input.jl","HttpFile","mtsig","Tuple{}"
"src/Input.jl","HttpInput","mtsig","Tuple{}"
"src/Input.jl","HttpFormPart","mtsig","Tuple{}"
"src/Input.jl","all","mtsig","Tuple{HTTP.Request}"
"src/Input.jl","post","mtsig","Tuple{HTTP.Request}"
"src/Input.jl","files","mtsig","Tuple{HTTP.Request}"
"src/Input.jl","post_from_request!","mtsig","Tuple{HTTP.Request, HttpInput}"
"src/Input.jl","post_url_encoded!","mtsig","Tuple{Array{UInt8, 1}, HttpPostData}"
"src/Input.jl","post_multipart!","mtsig","Tuple{HTTP.Request, HttpPostData, HttpFiles}"
"src/Input.jl","get_multiform_parts!","mtsig","Tuple{Vector{UInt8}, Array{HttpFormPart}, Any, Int}"
"src/Input.jl","parse_semicolon_fields","mtsig","Tuple{String}"
"src/Input.jl","parse_quoted_params","mtsig","Tuple{String}"
"src/Plugins.jl","recursive_copy","mtsig","Tuple{String, String, Any, Any}"
"src/Plugins.jl","congrats","mtsig","Tuple{}"
"src/Plugins.jl","scaffold","mtsig","Tuple{String, String, Any}"
"src/Plugins.jl","install","mtsig","Tuple{String, String, Any}"
"src/Renderer.jl","push_content_type","mtsig","Tuple{Symbol, String, String}"
"src/Renderer.jl","init_task_local_storage","mtsig","Tuple{}"
"src/Renderer.jl","clear_task_storage","mtsig","Tuple{}"
"src/Renderer.jl","WebRenderable","mtsig","Tuple{String}"
"src/Renderer.jl","WebRenderable","mtsig","Tuple{String, Symbol}"
"src/Renderer.jl","WebRenderable","mtsig","Tuple{String, Symbol, Int, HTTPHeaders}"
"src/Renderer.jl","WebRenderable","mtsig","Tuple{WebRenderable, Int, HTTPHeaders}"
"src/Renderer.jl","WebRenderable","mtsig","Tuple{WebRenderable, Symbol, Int, HTTPHeaders}"
"src/Renderer.jl","WebRenderable","mtsig","Tuple{Function, Vararg{Any}}"
"src/Renderer.jl","redirect","mtsig","Tuple{String, Int, HTTPHeaders}"
"src/Renderer.jl","redirect","mtsig","Tuple{Symbol, Int, HTTPHeaders, Vararg{Any}}"
"src/Renderer.jl","hasrequested","mtsig","Tuple{Symbol}"
"src/Renderer.jl","respond","mtsig","Tuple{WebRenderable}"
"src/Renderer.jl","respond","mtsig","Tuple{HTTP.Response}"
"src/Renderer.jl","respond","mtsig","Tuple{String, Dict{Symbol, T}} where T"
"src/Renderer.jl","respond","mtsig","Tuple{T, Union{Symbol, String}, Int} where T <: Exception"
"src/Renderer.jl","respond","mtsig","Tuple{String, Union{Symbol, String}, Int}"
"src/Renderer.jl","respond","mtsig","Tuple{Any, Int, HTTPHeaders}"
"src/Renderer.jl","respond","mtsig","Tuple{Function, Int, HTTPHeaders}"
"src/Renderer.jl","registervars","mtsig","Tuple{Module, Vararg{Any}}"
"src/Renderer.jl","injectkwvars","mtsig","Tuple{}"
"src/Renderer.jl","view_file_info","mtsig","Tuple{String, Vector{String}}"
"src/Renderer.jl","vars_signature","mtsig","Tuple{}"
"src/Renderer.jl","function_name","mtsig","Tuple{String}"
"src/Renderer.jl","m_name","mtsig","Tuple{String}"
"src/Renderer.jl","build_is_stale","mtsig","Tuple{String, String}"
"src/Renderer.jl","build_module","mtsig","((Tuple{S, T, U, Bool} where U <: AbstractString) where T <: AbstractString) where S <: AbstractString"
"src/Renderer.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Renderer.jl","preparebuilds","mtsig","Tuple{Any}"
"src/Renderer.jl","purgebuilds","mtsig","Tuple{Any}"
