File,Function,Kind,TypeAnnotation
"src/Renderer.jl","changebuilds","mtsig","Tuple{Any}"
"src/Renderer.jl","vars","mtsig","Tuple{}"
"src/Renderer.jl","vars","mtsig","Tuple{Any}"
"src/Renderer.jl","vars","mtsig","Tuple{Any, Any}"
"src/Renderer.jl","set_negotiated_content","mtsig","Tuple{HTTP.Request, HTTP.Response, Dict{Symbol, Any}}"
"src/Renderer.jl","negotiate_content","mtsig","Tuple{HTTP.Request, HTTP.Response, Dict{Symbol, Any}}"
"src/Requests.jl","jsonpayload","mtsig","Tuple{}"
"src/Requests.jl","jsonpayload","mtsig","Tuple{Any}"
"src/Requests.jl","rawpayload","mtsig","Tuple{}"
"src/Requests.jl","filespayload","mtsig","Tuple{}"
"src/Requests.jl","filespayload","mtsig","Tuple{Union{String, Symbol}}"
"src/Requests.jl","infilespayload","mtsig","Tuple{Union{String, Symbol}}"
"src/Requests.jl","Base.write","mtsig","Tuple{Input.HttpFile, String}"
"src/Requests.jl","Base.read","mtsig","Tuple{Input.HttpFile, Type{String}}"
"src/Requests.jl","filename","mtsig","Tuple{Input.HttpFile}"
"src/Requests.jl","postpayload","mtsig","Tuple{}"
"src/Requests.jl","postpayload","mtsig","Tuple{Symbol}"
"src/Requests.jl","postpayload","mtsig","Tuple{Symbol, Any}"
"src/Requests.jl","getpayload","mtsig","Tuple{}"
"src/Requests.jl","getpayload","mtsig","Tuple{Symbol}"
"src/Requests.jl","getpayload","mtsig","Tuple{Symbol, Any}"
"src/Requests.jl","request","mtsig","Tuple{}"
"src/Requests.jl","payload","mtsig","Tuple{}"
"src/Requests.jl","payload","mtsig","Tuple{Symbol}"
"src/Requests.jl","payload","mtsig","Tuple{Symbol, T} where T"
"src/Requests.jl","matchedroute","mtsig","Tuple{}"
"src/Requests.jl","matchedchannel","mtsig","Tuple{}"
"src/Requests.jl","wsclient","mtsig","Tuple{}"
"src/Requests.jl","wtclient","mtsig","Tuple{}"
"src/Requests.jl","getheaders","mtsig","Tuple{HTTP.Request}"
"src/Requests.jl","getheaders","mtsig","Tuple{}"
"src/Requests.jl","peer","mtsig","Tuple{}"
"src/Requests.jl","isajax","mtsig","Tuple{HTTP.Request}"
"src/Requests.jl","currenturl","mtsig","Tuple{HTTP.Request}"
"src/Responses.jl","getresponse","mtsig","Tuple{}"
"src/Responses.jl","getheaders","mtsig","Tuple{HTTP.Response}"
"src/Responses.jl","getheaders","mtsig","Tuple{}"
"src/Responses.jl","setheaders!","mtsig","Tuple{HTTP.Response, Dict}"
"src/Responses.jl","setheaders","mtsig","Tuple{Dict}"
"src/Responses.jl","setheaders","mtsig","Tuple{Pair{String, String}}"
"src/Responses.jl","setheaders","mtsig","Tuple{Vector{Pair{String, String}}}"
"src/Responses.jl","getstatus","mtsig","Tuple{HTTP.Response}"
"src/Responses.jl","getstatus","mtsig","Tuple{}"
"src/Responses.jl","setstatus!","mtsig","Tuple{HTTP.Response, Int}"
"src/Responses.jl","setstatus","mtsig","Tuple{Int}"
"src/Responses.jl","getbody","mtsig","Tuple{HTTP.Response}"
"src/Responses.jl","getbody","mtsig","Tuple{}"
"src/Responses.jl","setbody!","mtsig","Tuple{HTTP.Response, String}"
"src/Responses.jl","setbody","mtsig","Tuple{String}"
"src/Router.jl","Route","mtsig","Tuple{String, String, Function, Union{Symbol, Nothing}, Module}"
"src/Router.jl","<NA-name>","mtsig","Tuple{}"
"src/Router.jl","Channel","mtsig","Tuple{Any, Any, Any}"
"src/Router.jl","<NA-name>","mtsig","Tuple{}"
"src/Router.jl","Base.show","mtsig","Tuple{IO, Route}"
"src/Router.jl","Base.show","mtsig","Tuple{IO, Channel}"
"src/Router.jl","Params","mtsig","Tuple{}"
"src/Router.jl","Base.Dict","mtsig","Tuple{Params}"
"src/Router.jl","Base.getindex","mtsig","Tuple{Params, Vararg{Any}}"
"src/Router.jl","Base.getindex","mtsig","Tuple{Pair, Vararg{Any}}"
"src/Router.jl","ispayload","mtsig","Tuple{HTTP.Request}"
"src/Router.jl","ispayload","mtsig","Tuple{}"
"src/Router.jl","route_request","mtsig","Tuple{HTTP.Request, HTTP.Response}"
"src/Router.jl","log_response","mtsig","Tuple{HTTP.Request, HTTP.Response}"
"src/Router.jl","route_ws_request","mtsig","Tuple{Any, String, Any}"
"src/Router.jl","Base.push!","mtsig","Tuple{Any, Symbol, Union{Route, Channel}}"
"src/Router.jl","route","mtsig","Tuple{Function, String, Any, Union{Symbol, Nothing}, Module}"
"src/Router.jl","route","mtsig","Tuple{String, Function, Any, Union{Symbol, Nothing}, Module}"
"src/Router.jl","route","mtsig","Tuple{Route}"
"src/Router.jl","routes","mtsig","Tuple{Vararg{Any}, Vector{<:AbstractString}, Vararg{Any}}"
"src/Router.jl","channel","mtsig","Tuple{Function, String, Union{Symbol, Nothing}}"
"src/Router.jl","channel","mtsig","Tuple{String, Function, Union{Symbol, Nothing}}"
"src/Router.jl","routename","mtsig","Tuple{Route}"
"src/Router.jl","channelname","mtsig","Tuple{Channel}"
"src/Router.jl","baptizer","mtsig","Tuple{Union{Route, Channel}, Vector{String}}"
"src/Router.jl","named_routes","mtsig","Tuple{}"
"src/Router.jl","ischannel","mtsig","Tuple{Symbol}"
"src/Router.jl","named_channels","mtsig","Tuple{}"
"src/Router.jl","isroute","mtsig","Tuple{Symbol}"
"src/Router.jl","get_route","mtsig","Tuple{Symbol, Union{Route, Nothing}}"
"src/Router.jl","routes","mtsig","Tuple{Bool}"
"src/Router.jl","channels","mtsig","Tuple{}"
"src/Router.jl","delete!","mtsig","Tuple{Symbol}"
"src/Router.jl","to_link","mtsig","Tuple{Symbol, Dict{Symbol, T}, Bool, Dict} where T"
"src/Router.jl","to_link","mtsig","Tuple{Symbol, Bool, Dict, Vararg{Any}}"
"src/Router.jl","route_params_to_dict","mtsig","Tuple{Any}"
"src/Router.jl","action_controller_params","mtsig","Tuple{Function, Params}"
"src/Router.jl","match_routes","mtsig","Tuple{HTTP.Request, HTTP.Response, Params}"
"src/Router.jl","run_route","mtsig","Tuple{Route}"
"src/Router.jl","handle_exception","mtsig","Tuple{Genie.Exceptions.ExceptionalResponse}"
"src/Router.jl","handle_exception","mtsig","Tuple{Genie.Exceptions.RuntimeException}"
"src/Router.jl","handle_exception","mtsig","Tuple{Genie.Exceptions.InternalServerException}"
"src/Router.jl","handle_exception","mtsig","Tuple{Genie.Exceptions.NotFoundException}"
"src/Router.jl","handle_exception","mtsig","Tuple{Exception}"
"src/Router.jl","match_channels","mtsig","Tuple{Any, String, Any, Params}"
"src/Router.jl","parse_route","mtsig","Tuple{String, Module}"
"src/Router.jl","parse_channel","mtsig","Tuple{String}"
"src/Router.jl","parse_param","mtsig","Tuple{Type{<:Number}, AbstractString}"
"src/Router.jl","parse_param","mtsig","(Tuple{Type{T}, S} where S) where T"
"src/Router.jl","extract_uri_params","mtsig","Tuple{String, Regex, Vector{String}, Vector{Any}, Params}"
"src/Router.jl","extract_get_params","mtsig","Tuple{HTTP.URIs.URI, Params}"
"src/Router.jl","extract_post_params","mtsig","Tuple{HTTP.Request, Params}"
"src/Router.jl","extract_request_params","mtsig","Tuple{HTTP.Request, Params}"
"src/Router.jl","Dict","mtsig","Tuple{JSON3.Object}"
"src/Router.jl","content_type","mtsig","Tuple{HTTP.Request}"
"src/Router.jl","content_length","mtsig","Tuple{HTTP.Request}"
"src/Router.jl","content_length","mtsig","Tuple{}"
"src/Router.jl","request_type_is","mtsig","Tuple{HTTP.Request, Symbol}"
"src/Router.jl","request_type_is","mtsig","Tuple{Symbol}"
"src/Router.jl","request_type","mtsig","Tuple{HTTP.Request}"
"src/Router.jl","nested_keys","mtsig","Tuple{String, Any, Params}"
"src/Router.jl","setup_base_params","mtsig","Tuple{HTTP.Request, Union{HTTP.Response, Nothing}, Dict{Symbol, Any}}"
"src/Router.jl","to_response","mtsig","Tuple{HTTP.Response}"
"src/Router.jl","to_response","mtsig","Tuple{Tuple}"
"src/Router.jl","to_response","mtsig","Tuple{Vector}"
"src/Router.jl","to_response","mtsig","Tuple{Nothing}"
"src/Router.jl","to_response","mtsig","Tuple{String}"
"src/Router.jl","to_response","mtsig","Tuple{Genie.Exceptions.ExceptionalResponse}"
"src/Router.jl","to_response","mtsig","Tuple{Exception}"
"src/Router.jl","to_response","mtsig","Tuple{Any}"
"src/Router.jl","params","mtsig","Tuple{}"
"src/Router.jl","params","mtsig","Tuple{Any}"
"src/Router.jl","params","mtsig","Tuple{Any, Any}"
"src/Router.jl","params!","mtsig","Tuple{Any, Any}"
"src/Router.jl","query","mtsig","Tuple{}"
"src/Router.jl","query","mtsig","Tuple{Any}"
"src/Router.jl","query","mtsig","Tuple{Any, Any}"
"src/Router.jl","post","mtsig","Tuple{}"
"src/Router.jl","post","mtsig","Tuple{Any}"
"src/Router.jl","post","mtsig","Tuple{Any, Any}"
"src/Router.jl","request","mtsig","Tuple{}"
"src/Router.jl","headers","mtsig","Tuple{}"
"src/Router.jl","response_type","mtsig","Tuple{Dict{Symbol, T}} where T"
"src/Router.jl","response_type","mtsig","Tuple{Params}"
"src/Router.jl","response_type","mtsig","Tuple{}"
"src/Router.jl","response_type","mtsig","Tuple{Symbol, Dict{Symbol, T}} where T"
"src/Router.jl","append_to_routes_file","mtsig","Tuple{String}"
"src/Router.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Router.jl","is_static_file","mtsig","Tuple{String}"
"src/Router.jl","escape_resource_path","mtsig","Tuple{String}"
"src/Router.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Router.jl","is_accessible_resource","mtsig","Tuple{String}"
"src/Router.jl","serve_static_file","mtsig","Tuple{String, Any}"
"src/Router.jl","preflight_response","mtsig","Tuple{}"
"src/Router.jl","response_mime","mtsig","Tuple{Dict{Symbol, Any}}"
"src/Router.jl","trymime","mtsig","Tuple{Any}"
"src/Router.jl","error","mtsig","Tuple{String, Any, Val{500}, String}"
"src/Router.jl","error","mtsig","Tuple{String, Any, Val{401}, String}"
"src/Router.jl","error","mtsig","Tuple{String, Any, Val{404}, String}"
"src/Router.jl","error","mtsig","Tuple{Int, String, Any, String}"
"src/Router.jl","file_path","mtsig","Tuple{String, Any, Any}"
"src/Router.jl","pathify","mtsig","Tuple{Any}"
"src/Router.jl","file_extension","mtsig","Tuple{Any}"
"src/Router.jl","file_headers","mtsig","Tuple{Any}"
"src/Router.jl","ormatch","mtsig","Tuple{RegexMatch, Any}"
"src/Router.jl","ormatch","mtsig","Tuple{Nothing, Any}"
"src/Sessions.jl","Session","mtsig","Tuple{String}"
"src/Sessions.jl","InvalidSessionIdException","mtsig","Tuple{}"
"src/Sessions.jl","id","mtsig","Tuple{}"
"src/Sessions.jl","id","mtsig","Tuple{Union{HTTP.Request, HTTP.Response}}"
"src/Sessions.jl","id","mtsig","Tuple{HTTP.Request, HTTP.Response}"
"src/Sessions.jl","init","mtsig","Tuple{}"
"src/Sessions.jl","start","mtsig","Tuple{String, HTTP.Request, HTTP.Response, Dict{String, Any}}"
"src/Sessions.jl","start","mtsig","Tuple{HTTP.Request, HTTP.Response, Dict{Symbol, Any}, Dict{String, Any}}"
"src/Sessions.jl","set!","mtsig","Tuple{Session, Symbol, Any}"
"src/Sessions.jl","set!","mtsig","Tuple{Symbol, Any}"
"src/Sessions.jl","get","mtsig","Tuple{Session, Symbol}"
"src/Sessions.jl","get","mtsig","Tuple{Symbol}"
"src/Sessions.jl","get","mtsig","Tuple{Session, Symbol, T} where T"
"src/Sessions.jl","get","mtsig","Tuple{Symbol, T} where T"
"src/Sessions.jl","get!","mtsig","Tuple{Symbol, T} where T"
"src/Sessions.jl","get!","mtsig","Tuple{Session, Symbol, T} where T"
"src/Sessions.jl","unset!","mtsig","Tuple{Session, Symbol}"
"src/Sessions.jl","isset","mtsig","Tuple{Union{Session, Nothing}, Symbol}"
"src/Sessions.jl","session","mtsig","Tuple{Dict{Symbol, Any}}"
"src/Toolbox.jl","tasks","mtsig","Tuple{Module, Union{Symbol, Nothing}}"
"src/Toolbox.jl","VoidTaskResult","mtsig","Tuple{}"
"src/Toolbox.jl","validtaskname","mtsig","Tuple{String}"
"src/Toolbox.jl","printtasks","mtsig","Tuple{Module}"
"src/Toolbox.jl","taskdocs","mtsig","Tuple{Symbol, Any}"
"src/Toolbox.jl","new","mtsig","Tuple{String}"
"src/Toolbox.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Toolbox.jl","taskfilename","mtsig","Tuple{String}"
"src/Toolbox.jl","taskmodulename","mtsig","Tuple{String}"
"src/Toolbox.jl","<NA-name>","mtsig","Tuple{Any}"
"src/Toolbox.jl","isvalidtask!","mtsig","Tuple{Dict{String, Any}}"
"src/Util.jl","expand_nullable","mtsig","Tuple{Union{Nothing, T}, T} where T"
"src/Util.jl","file_name_without_extension","mtsig","Tuple{Any, Any}"
"src/Util.jl","walk_dir","mtsig","Tuple{Any, Any, Any, Any, Any}"
"src/Util.jl","time_to_unixtimestamp","mtsig","Tuple{Float64}"
"src/Util.jl","filterwhitespace","mtsig","Tuple{S, Vector{Char}} where S <: AbstractString"
"src/Util.jl","<NA-name>","mtsig","Tuple{Any}"
"src/WebChannels.jl","JSON3.StructTypes.StructType","mtsig","Tuple{Type{T}} where T <: ChannelMessage"
"src/WebChannels.jl","clients","mtsig","Tuple{}"
"src/WebChannels.jl","subscriptions","mtsig","Tuple{}"
"src/WebChannels.jl","websockets","mtsig","Tuple{}"
"src/WebChannels.jl","<NA-name>","mtsig","Tuple{Any}"
"src/WebChannels.jl","channels","mtsig","Tuple{}"
"src/WebChannels.jl","connected_clients","mtsig","Tuple{ChannelName}"
"src/WebChannels.jl","connected_clients","mtsig","Tuple{}"
"src/WebChannels.jl","disconnected_clients","mtsig","Tuple{ChannelName}"
"src/WebChannels.jl","disconnected_clients","mtsig","Tuple{}"
"src/WebChannels.jl","subscribe","mtsig","Tuple{HTTP.WebSockets.WebSocket, ChannelName}"
"src/WebChannels.jl","id","mtsig","Tuple{HTTP.WebSockets.WebSocket}"
"src/WebChannels.jl","unsubscribe","mtsig","Tuple{HTTP.WebSockets.WebSocket, ChannelName}"
"src/WebChannels.jl","unsubscribe","mtsig","Tuple{ChannelClient, ChannelName}"
"src/WebChannels.jl","unsubscribe_client","mtsig","Tuple{HTTP.WebSockets.WebSocket}"
"src/WebChannels.jl","unsubscribe_client","mtsig","Tuple{ClientId}"
"src/WebChannels.jl","unsubscribe_client","mtsig","Tuple{ChannelClient}"
"src/WebChannels.jl","unsubscribe_disconnected_clients","mtsig","Tuple{}"
"src/WebChannels.jl","unsubscribe_disconnected_clients","mtsig","Tuple{ChannelName}"
"src/WebChannels.jl","push_subscription","mtsig","Tuple{ClientId, ChannelName}"
"src/WebChannels.jl","push_subscription","mtsig","Tuple{ChannelClient, ChannelName}"
"src/WebChannels.jl","pop_subscription","mtsig","Tuple{ClientId, ChannelName}"
"src/WebChannels.jl","<NA-name>","mtsig","Tuple{Any}"
"src/WebChannels.jl","pop_subscription","mtsig","Tuple{ChannelClient, ChannelName}"
"src/WebChannels.jl","pop_subscription","mtsig","Tuple{ChannelName}"
"src/WebChannels.jl","broadcast","mtsig","Tuple{Union{ChannelName, Vector{ChannelName}}, String, Union{Dict, Nothing}, Union{HTTP.WebSockets.WebSocket, Nothing, UInt}}"
"src/WebChannels.jl","broadcast","mtsig","Tuple{String, Union{Union{ChannelName, Vector{ChannelName}}, Nothing}, Union{Dict, Nothing}, Union{HTTP.WebSockets.WebSocket, Nothing, UInt}}"
"src/WebChannels.jl","jscomm","mtsig","Tuple{String, Union{Union{ChannelName, Vector{ChannelName}}, Nothing}, Union{HTTP.WebSockets.WebSocket, Nothing, UInt}}"
"src/WebChannels.jl","message","mtsig","Tuple{HTTP.WebSockets.WebSocket, String}"
"src/WebChannels.jl","message","mtsig","Tuple{ClientId, String}"
"src/WebChannels.jl","message","mtsig","Tuple{ChannelClient, String}"
"src/WebThreads.jl","clients","mtsig","Tuple{}"
"src/WebThreads.jl","subscriptions","mtsig","Tuple{}"
"src/WebThreads.jl","webthreads","mtsig","Tuple{}"
"src/WebThreads.jl","<NA-name>","mtsig","Tuple{Any}"
"src/WebThreads.jl","channels","mtsig","Tuple{}"
"src/WebThreads.jl","connected_clients","mtsig","Tuple{ChannelName}"
"src/WebThreads.jl","connected_clients","mtsig","Tuple{}"
"src/WebThreads.jl","disconnected_clients","mtsig","Tuple{ChannelName}"
"src/WebThreads.jl","disconnected_clients","mtsig","Tuple{}"
"src/WebThreads.jl","subscribe","mtsig","Tuple{UInt, ChannelName}"
"src/WebThreads.jl","unsubscribe","mtsig","Tuple{UInt, ChannelName}"
"src/WebThreads.jl","unsubscribe","mtsig","Tuple{ChannelClient, ChannelName}"
"src/WebThreads.jl","unsubscribe_client","mtsig","Tuple{UInt}"
"src/WebThreads.jl","unsubscribe_client","mtsig","Tuple{ChannelClient}"
"src/WebThreads.jl","unsubscribe_disconnected_clients","mtsig","Tuple{}"
"src/WebThreads.jl","unsubscribe_disconnected_clients","mtsig","Tuple{ChannelName}"
"src/WebThreads.jl","unsubscribe_clients","mtsig","Tuple{}"
"src/WebThreads.jl","timestamp_client","mtsig","Tuple{ClientId}"
"src/WebThreads.jl","push_subscription","mtsig","Tuple{ClientId, ChannelName}"
"src/WebThreads.jl","push_subscription","mtsig","Tuple{ChannelClient, ChannelName}"
"src/WebThreads.jl","pop_subscription","mtsig","Tuple{ClientId, ChannelName}"
"src/WebThreads.jl","<NA-name>","mtsig","Tuple{Any}"
"src/WebThreads.jl","pop_subscription","mtsig","Tuple{ChannelClient, ChannelName}"
"src/WebThreads.jl","pop_subscription","mtsig","Tuple{ChannelName}"
"src/WebThreads.jl","broadcast","mtsig","Tuple{Union{ChannelName, Vector{ChannelName}}, String, Union{HTTP.WebSockets.WebSocket, Nothing, UInt}}"
"src/WebThreads.jl","broadcast","mtsig","Tuple{Union{ChannelName, Vector{ChannelName}}, String, Dict}"
"src/WebThreads.jl","broadcast","mtsig","Tuple{String, Union{Dict, Nothing}}"
"src/WebThreads.jl","message","mtsig","Tuple{ChannelName, String, Union{Dict, Nothing}}"
"src/WebThreads.jl","message","mtsig","Tuple{UInt, String}"
"src/WebThreads.jl","message","mtsig","Tuple{ChannelClient, String}"
"src/WebThreads.jl","pull","mtsig","Tuple{UInt, ChannelName}"
"src/WebThreads.jl","push","mtsig","Tuple{UInt, ChannelName, String}"
"src/genie_module.jl","newcontroller","mtsig","Tuple{Union{String, Symbol}, Union{String, Nothing}, Bool}"
"src/genie_module.jl","newresource","mtsig","Tuple{Union{String, Symbol}, String, Bool, Union{Module, Nothing}}"
"src/genie_module.jl","newtask","mtsig","Tuple{Union{String, Symbol}}"
"src/genie_module.jl","load_libs","mtsig","Tuple{String}"
"src/genie_module.jl","load_resources","mtsig","Tuple{String}"
"src/genie_module.jl","load_helpers","mtsig","Tuple{String}"
"src/genie_module.jl","load_configurations","mtsig","Tuple{String, Union{Module, Nothing}}"
"src/genie_module.jl","load_initializers","mtsig","Tuple{String, Union{Module, Nothing}}"
"src/genie_module.jl","load_plugins","mtsig","Tuple{String, Union{Module, Nothing}}"
"src/genie_module.jl","load_routes_definitions","mtsig","Tuple{String, Union{Module, Nothing}, String}"
"src/genie_module.jl","secret_token","mtsig","Tuple{Bool, Union{Module, Nothing}}"
"src/genie_module.jl","secret_token!","mtsig","Tuple{AbstractString}"
"src/genie_module.jl","default_context","mtsig","Tuple{Union{Module, Nothing}}"
"src/genie_module.jl","load","mtsig","Tuple{Union{Module, Nothing}}"
"src/genie_module.jl","replprint","mtsig","Tuple{String, Any, Int, Int, Symbol, Bool, Float64, String, Symbol, Bool}"
"src/genie_types.jl","to_dict","mtsig","Tuple{Any}"
"src/genie_types.jl","to_string_dict","mtsig","Tuple{Any, Bool}"
"src/genie_types.jl","to_string_dict","mtsig","Tuple{Any, Array{Symbol, 1}, Bool}"
"src/cache_adapters/FileCache.jl","tocache","mtsig","Tuple{Any, Any, String}"
"src/cache_adapters/FileCache.jl","<NA-name>","mtsig","Tuple{Any}"
"src/cache_adapters/FileCache.jl","fromcache","mtsig","Tuple{Any, Int, String}"
"src/cache_adapters/FileCache.jl","<NA-name>","mtsig","Tuple{Any}"
"src/cache_adapters/FileCache.jl","cache_path","mtsig","Tuple{Any, String}"
"src/cache_adapters/FileCache.jl","Genie.Cache.withcache","mtsig","Tuple{Function, Any, Int, String, Bool}"
"src/cache_adapters/FileCache.jl","Genie.Cache.purge","mtsig","Tuple{Any, String}"
"src/cache_adapters/FileCache.jl","Genie.Cache.purgeall","mtsig","Tuple{String}"
"src/renderers/Html.jl","ParsedHTMLString","mtsig","Tuple{Vector{T}} where T"
"src/renderers/Html.jl","Base.string","mtsig","Tuple{Vector{ParsedHTMLString}}"
"src/renderers/Html.jl","ParsedHTMLString","mtsig","Tuple{Vararg{Any}}"
"src/renderers/Html.jl","Base.string","mtsig","Tuple{ParsedHTMLString}"
"src/renderers/Html.jl","Base.String","mtsig","Tuple{ParsedHTMLString}"
"src/renderers/Html.jl","Base.iterate","mtsig","Tuple{ParsedHTMLString}"
"src/renderers/Html.jl","Base.iterate","mtsig","Tuple{ParsedHTMLString, Int}"
"src/renderers/Html.jl","Base.ncodeunits","mtsig","Tuple{ParsedHTMLString}"
"src/renderers/Html.jl","Base.codeunit","mtsig","Tuple{ParsedHTMLString}"
"src/renderers/Html.jl","Base.codeunit","mtsig","Tuple{ParsedHTMLString, Int}"
"src/renderers/Html.jl","Base.isvalid","mtsig","Tuple{ParsedHTMLString, Int}"
"src/renderers/Html.jl","Base.convert","mtsig","Tuple{Type{ParsedHTMLString}, Vector{T}} where T"
"src/renderers/Html.jl","*","mtsig","Tuple{ParsedHTMLString, ParsedHTMLString}"
"src/renderers/Html.jl","HTMLString","mtsig","Tuple{Vector{T}} where T"
"src/renderers/Html.jl","Base.string","mtsig","Tuple{Vector{HTMLString}}"
"src/renderers/Html.jl","Base.string","mtsig","Tuple{Vector{AbstractString}}"
"src/renderers/Html.jl","HTMLString","mtsig","Tuple{Vararg{Any}}"
"src/renderers/Html.jl","Base.string","mtsig","Tuple{HTMLString}"
"src/renderers/Html.jl","Base.String","mtsig","Tuple{HTMLString}"
"src/renderers/Html.jl","Base.iterate","mtsig","Tuple{HTMLString}"
"src/renderers/Html.jl","Base.iterate","mtsig","Tuple{HTMLString, Int}"
"src/renderers/Html.jl","Base.ncodeunits","mtsig","Tuple{HTMLString}"
"src/renderers/Html.jl","Base.codeunit","mtsig","Tuple{HTMLString}"
"src/renderers/Html.jl","Base.codeunit","mtsig","Tuple{HTMLString, Int}"
"src/renderers/Html.jl","Base.isvalid","mtsig","Tuple{HTMLString, Int}"
"src/renderers/Html.jl","Base.convert","mtsig","Tuple{Type{HTMLString}, Vector{T}} where T"
"src/renderers/Html.jl","*","mtsig","Tuple{HTMLString, HTMLString}"
"src/renderers/Html.jl","contentargs","mtsig","Tuple{Vararg{Any}}"
"src/renderers/Html.jl","<NA-name>","mtsig","Tuple{Any}"
"src/renderers/Html.jl","<NA-name>","mtsig","Tuple{Any}"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Function, Any, Vector, Vector{Pair{Symbol, Any}}}"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Union{T, Vector{T}}, Any, Vector, Pair{Symbol, Any}} where T <: AbstractString"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Tuple, Any, Vector, Pair{Symbol, Any}}"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Union{T, Vector{T}}, Any, Vector, Vararg{Any}} where T <: AbstractString"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Union{T, Vector{T}}, Any, Vector, Vector{Pair{Symbol, Any}}} where T <: AbstractString"
"src/renderers/Html.jl","<NA-name>","mtsig","Tuple{Any}"
"src/renderers/Html.jl","<NA-name>","mtsig","Tuple{Any}"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Any, Vector{Pair{Symbol, Any}}}"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Vector, Any, Any, Vararg{Any}}"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Nothing, Any}"
"src/renderers/Html.jl","normal_element","mtsig","Tuple{Vector{T}, Any, Vector{T}} where T"
"src/renderers/Html.jl","extractindent!","mtsig","Tuple{Any}"
"src/renderers/Html.jl","<NA-name>","mtsig","Tuple{Any}"
"src/renderers/Html.jl","prepare_template","mtsig","Tuple{String}"
"src/renderers/Html.jl","prepare_template","mtsig","Tuple{Vector{T}} where T"
"src/renderers/Html.jl","<NA-name>","mtsig","Tuple{Any}"
"src/renderers/Html.jl","attributes","mtsig","Tuple{Vector{Pair{Symbol, Any}}}"
"src/renderers/Html.jl","attrparser","mtsig","Tuple{Symbol, Bool}"
"src/renderers/Html.jl","attrparser","mtsig","Tuple{Symbol, Union{AbstractString, Symbol}}"
"src/renderers/Html.jl","attrparser","mtsig","Tuple{Symbol, Any}"
"src/renderers/Html.jl","default_attrparser","mtsig","Tuple{Symbol, Any}"
"src/renderers/Html.jl","parseattr","mtsig","Tuple{Any}"
"src/renderers/Html.jl","normalize_element","mtsig","Tuple{String}"
"src/renderers/Html.jl","denormalize_element","mtsig","Tuple{String}"
"src/renderers/Html.jl","void_element","mtsig","Tuple{String, Any, Vector{Pair{Symbol, Any}}}"
"src/renderers/Html.jl","get_template","mtsig","Tuple{String, Bool, Module, Vararg{Any}}"
"src/renderers/Html.jl","doctype","mtsig","Tuple{Symbol}"
"src/renderers/Html.jl","doc","mtsig","Tuple{AbstractString}"
"src/renderers/Html.jl","doc","mtsig","Tuple{Symbol, AbstractString}"
"src/renderers/Html.jl","parseview","mtsig","Tuple{S, Any, Module} where S <: AbstractString"
"src/renderers/Html.jl","render","mtsig","Tuple{S, Module, Union{String, Nothing}, Vararg{Any}} where S <: AbstractString"
"src/renderers/Html.jl","render","mtsig","Tuple{Genie.Renderer.FilePath, Union{Nothing, Genie.Renderer.FilePath}, Module, Vararg{Any}}"
"src/renderers/Html.jl","parsehtml","mtsig","Tuple{String, Bool}"
"src/renderers/Html.jl","<NA-name>","mtsig","Tuple{}"
"src/renderers/Html.jl","Genie.Renderer.render","mtsig","Tuple{Type{MIME\"text/html\"}, S, Module, Union{String, Nothing}, Vararg{Any}} where S <: AbstractString"
"src/renderers/Html.jl","Genie.Renderer.render","mtsig","Tuple{Type{MIME\"text/html\"}, Genie.Renderer.FilePath, Union{Nothing, Genie.Renderer.FilePath}, Module, Vararg{Any}}"
"src/renderers/Html.jl","html","mtsig","Tuple{Genie.Renderer.ResourcePath, Genie.Renderer.ResourcePath, Union{Genie.Renderer.ResourcePath, Nothing}, Module, Int, Genie.Renderer.HTTPHeaders, Vararg{Any}}"
"src/renderers/Html.jl","html","mtsig","Tuple{String, Module, Int, Genie.Renderer.HTTPHeaders, Union{String, Nothing, Genie.Renderer.FilePath}, Bool, Bool, Vararg{Any}}"
"src/renderers/Html.jl","html","mtsig","Tuple{HTMLString, Module, Int, Genie.Renderer.HTTPHeaders, Union{String, Nothing, Genie.Renderer.FilePath}, Bool, Bool, Vararg{Any}}"
"src/renderers/Html.jl","html","mtsig","Tuple{ParsedHTMLString, Int, Genie.Renderer.HTTPHeaders, Vararg{Any}}"
"src/renderers/Html.jl","html!","mtsig","Tuple{Union{S, Vector{S}}, Int, Genie.Renderer.HTTPHeaders, Vararg{Any}} where S <: AbstractString"
"src/renderers/Html.jl","html","mtsig","Tuple{Markdown.MD, Module, Int, Genie.Renderer.HTTPHeaders, Union{String, Nothing}, Bool, Vararg{Any}}"
"src/renderers/Html.jl","html","mtsig","Tuple{Genie.Renderer.FilePath, Union{Nothing, Genie.Renderer.FilePath}, Module, Int, Genie.Renderer.HTTPHeaders, Vararg{Any}}"
