File,Function,Kind,TypeAnnotation
"src/magics.jl","who_magic_help","mtsig","Tuple{AbstractString, AbstractString}"
"src/magics.jl","html_magic_help","mtsig","Tuple{AbstractString, AbstractString}"
"src/magics.jl","javascript_magic_help","mtsig","Tuple{AbstractString, AbstractString}"
"src/magics.jl","latex_magic_help","mtsig","Tuple{AbstractString, AbstractString}"
"src/magics.jl","pipe_magic_help","mtsig","Tuple{AbstractString, AbstractString}"
"src/magics.jl","svg_magic_help","mtsig","Tuple{AbstractString, AbstractString}"
"src/magics.jl","writefile_magic_help","mtsig","Tuple{AbstractString, AbstractString}"
"src/msg.jl","Msg","mtsig","Tuple{Any, Dict, Dict, Any, Any}"
"src/msg.jl","msg_header","mtsig","Tuple{Msg, String}"
"src/msg.jl","msg_pub","mtsig","Tuple{Msg, Any, Any, Any}"
"src/msg.jl","msg_reply","mtsig","Tuple{Msg, Any, Any, Any}"
"src/msg.jl","show","mtsig","Tuple{IO, Msg}"
"src/msg.jl","send_ipython","mtsig","Tuple{Any, Msg}"
"src/msg.jl","recv_ipython","mtsig","Tuple{Any}"
"src/msg.jl","send_status","mtsig","Tuple{AbstractString, Msg}"
"src/stdio.jl","IJuliaStdio","mtsig","Tuple{IO, AbstractString}"
"src/stdio.jl","Base.pipe_reader","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","Base.pipe_writer","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","Base.lock","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","Base.unlock","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","Base.in","mtsig","Tuple{Pair, IJuliaStdio}"
"src/stdio.jl","Base.haskey","mtsig","Tuple{IJuliaStdio, Any}"
"src/stdio.jl","Base.getindex","mtsig","Tuple{IJuliaStdio, Any}"
"src/stdio.jl","Base.get","mtsig","Tuple{IJuliaStdio, Any, Any}"
"src/stdio.jl","Base.displaysize","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","Base.unwrapcontext","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","Base.setup_stdio","mtsig","Tuple{IJuliaStdio, Bool}"
"src/stdio.jl","Base.:(\$f)","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","get_log_preface","mtsig","Tuple{}"
"src/stdio.jl","watch_stream","mtsig","Tuple{IO, AbstractString}"
"src/stdio.jl","send_stdio","mtsig","Tuple{Any}"
"src/stdio.jl","send_stdout","mtsig","Tuple{Timer}"
"src/stdio.jl","send_stderr","mtsig","Tuple{Timer}"
"src/stdio.jl","set_cur_msg","mtsig","Tuple{Any}"
"src/stdio.jl","send_stream","mtsig","Tuple{AbstractString}"
"src/stdio.jl","num_utf8_trailing","mtsig","Tuple{Vector{UInt8}}"
"src/stdio.jl","readprompt","mtsig","Tuple{AbstractString, Bool}"
"src/stdio.jl","check_prompt_streams","mtsig","Tuple{IJuliaStdio, IJuliaStdio}"
"src/stdio.jl","Base.prompt","mtsig","Tuple{IJuliaStdio, IJuliaStdio, AbstractString, AbstractString}"
"src/stdio.jl","Base.getpass","mtsig","Tuple{IJuliaStdio, IJuliaStdio, AbstractString}"
"src/stdio.jl","readline","mtsig","Tuple{IJuliaStdio}"
"src/stdio.jl","watch_stdio","mtsig","Tuple{}"
"src/stdio.jl","flush_all","mtsig","Tuple{}"
"src/stdio.jl","oslibuv_flush","mtsig","Tuple{}"
"src/stdio.jl","flush","mtsig","Tuple{IJuliaStdio}"
"test/comm.jl","cb","mtsig","Tuple{Any, Any}"
"test/comm.jl","cb","mtsig","Tuple{Any}"
"test/execute_request.jl","Base.Multimedia.istextmime","mtsig","Tuple{FRIENDLY_MIME_TYPE}"
"test/execute_request.jl","Base.show","mtsig","Tuple{Any, FRIENDLY_MIME_TYPE, FriendlyData}"
"test/execute_request.jl","Base.Multimedia.istextmime","mtsig","Tuple{BINARY_MIME_TYPE}"
"test/execute_request.jl","Base.show","mtsig","Tuple{Any, BINARY_MIME_TYPE, FriendlyData}"
"test/execute_request.jl","Base.Multimedia.istextmime","mtsig","Tuple{JSON_MIME_TYPE}"
"test/execute_request.jl","Base.show","mtsig","Tuple{Any, JSON_MIME_TYPE, FriendlyData}"
"test/execute_request.jl","Base.Multimedia.istextmime","mtsig","Tuple{FRIENDLY_MIME_TYPE_UNION}"
"test/execute_request.jl","Base.show","mtsig","Tuple{Any, FRIENDLY_MIME_TYPE_UNION, FriendlyData}"
"test/execute_request.jl","Base.Multimedia.istextmime","mtsig","Tuple{Union{ANGRY_MIME_TYPE_1, ANGRY_MIME_TYPE_2, ANGRY_MIME_TYPE_3}}"
"test/execute_request.jl","Base.show","mtsig","Tuple{Any, Union{ANGRY_MIME_TYPE_2, ANGRY_MIME_TYPE_3}, AngryData}"
"test/inline.jl","Base.show","mtsig","Tuple{IO, MIME\"text/plain\", TestDataType}"
"test/stdio.jl","<NA-name>","mtsig","Tuple{Any, Any}"
"test/stdio.jl","<NA-name>","mtsig","Tuple{}"
"test/stdio.jl","<NA-name>","mtsig","Tuple{Any, Any}"
"test/stdio.jl","<NA-name>","mtsig","Tuple{}"
"test/stdio.jl","<NA-name>","mtsig","Tuple{Any, Any}"
"test/stdio.jl","<NA-name>","mtsig","Tuple{}"
