File,Function,Kind,TypeAnnotation,Error,Warning,VarCnt,HasWhere,VarsUsedOnce,UseSiteVariance,RestrictedScope
src/attributes.jl,Base.broadcastable,mtsig,Tuple{AbstractScene},false,false,0,false,true,true,true
src/attributes.jl,Base.broadcastable,mtsig,Tuple{AbstractPlot},false,false,0,false,true,true,true
src/attributes.jl,Base.broadcastable,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,value_convert,mtsig,Tuple{Observables.AbstractObservable},false,false,0,false,true,true,true
src/attributes.jl,value_convert,mtsig,Tuple{MACROCALL},false,false,0,false,true,true,true
src/attributes.jl,value_convert,mtsig,"Tuple{NTuple{N, Union{Any, Observables.AbstractObservable}}} where N",false,false,1,true,true,true,true
src/attributes.jl,value_convert,mtsig,Tuple{NamedTuple},false,false,0,false,true,true,true
src/attributes.jl,node_any,mtsig,Tuple{MACROCALL},false,false,0,false,true,true,true
src/attributes.jl,node_pairs,mtsig,"Tuple{Union{Pair, Tuple{Any, Any}}}",false,false,0,false,true,true,true
src/attributes.jl,node_pairs,mtsig,Tuple{Any},false,false,0,false,true,true,true
src/attributes.jl,Attributes,mtsig,Tuple{Vararg{Any}},false,false,0,false,true,true,true
src/attributes.jl,Attributes,mtsig,Tuple{Vararg{Pair}},false,false,0,false,true,true,true
src/attributes.jl,Attributes,mtsig,Tuple{AbstractVector},false,false,0,false,true,true,true
src/attributes.jl,Attributes,mtsig,Tuple{Iterators.Pairs},false,false,0,false,true,true,true
src/attributes.jl,Attributes,mtsig,Tuple{NamedTuple},false,false,0,false,true,true,true
src/attributes.jl,attributes,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,Base.keys,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,Base.values,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,Base.iterate,mtsig,"Tuple{Attributes, Vararg{Any}}",false,false,0,false,true,true,true
src/attributes.jl,Base.copy,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,Base.deepcopy,mtsig,Tuple{Observable},false,false,0,false,true,true,true
src/attributes.jl,Base.deepcopy,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,Base.filter,mtsig,"Tuple{Any, Attributes}",false,false,0,false,true,true,true
src/attributes.jl,Base.empty!,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,Base.length,mtsig,Tuple{Attributes},false,false,0,false,true,true,true
src/attributes.jl,Base.merge!,mtsig,"Tuple{Attributes, Vararg{Attributes}}",false,false,0,false,true,true,true
src/attributes.jl,Base.merge,mtsig,"Tuple{Attributes, Vararg{Attributes}}",false,false,0,false,true,true,true
src/attributes.jl,hasfield,mtsig,"(Tuple{T, Val{key}} where key) where T",false,false,2,true,true,true,true
src/attributes.jl,Base.getproperty,mtsig,"Tuple{T, Symbol} where T <: Union{Attributes, Transformable}",false,false,1,true,true,true,true
src/attributes.jl,Base.setproperty!,mtsig,"Tuple{T, Symbol, Any} where T <: Union{Attributes, Transformable}",false,false,1,true,true,true,true
src/attributes.jl,Base.getindex,mtsig,"Tuple{Attributes, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,Base.setindex!,mtsig,"Tuple{Attributes, Any, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,Base.setindex!,mtsig,"Tuple{Attributes, Observable, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,_indent_attrs,mtsig,"Tuple{Any, Any}",false,false,0,false,true,true,true
src/attributes.jl,Base.show,mtsig,"Tuple{IO, MIME""text/plain"", Attributes}",false,false,0,false,true,true,true
src/attributes.jl,Base.show,mtsig,"Tuple{IO, Attributes}",false,false,0,false,true,true,true
src/attributes.jl,theme,mtsig,Tuple{AbstractPlot},false,false,0,false,true,true,true
src/attributes.jl,isvisible,mtsig,Tuple{Any},false,false,0,false,true,true,true
src/attributes.jl,Base.pop!,mtsig,"Tuple{AttributeOrPlot, Vararg{Any}}",false,false,0,false,true,true,true
src/attributes.jl,Base.haskey,mtsig,"Tuple{AttributeOrPlot, Any}",false,false,0,false,true,true,true
src/attributes.jl,Base.delete!,mtsig,"Tuple{AttributeOrPlot, Any}",false,false,0,false,true,true,true
src/attributes.jl,Base.get!,mtsig,"Tuple{Function, AttributeOrPlot, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,Base.get!,mtsig,"Tuple{AttributeOrPlot, Symbol, Any}",false,false,0,false,true,true,true
src/attributes.jl,<NA-name>,mtsig,Tuple{},false,false,0,false,true,true,true
src/attributes.jl,Base.get,mtsig,"Tuple{Function, AttributeOrPlot, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,Base.get,mtsig,"Tuple{AttributeOrPlot, Symbol, Any}",false,false,0,false,true,true,true
src/attributes.jl,<NA-name>,mtsig,Tuple{},false,false,0,false,true,true,true
src/attributes.jl,Base.getindex,mtsig,"Tuple{AbstractPlot, Integer}",false,false,0,false,true,true,true
src/attributes.jl,Base.getindex,mtsig,"Tuple{AbstractPlot, UnitRange{<:Integer}}",false,false,1,true,true,true,true
src/attributes.jl,Base.setindex!,mtsig,"Tuple{AbstractPlot, Any, Integer}",false,false,0,false,true,true,true
src/attributes.jl,Base.length,mtsig,Tuple{AbstractPlot},false,false,0,false,true,true,true
src/attributes.jl,Base.getindex,mtsig,"Tuple{AbstractPlot, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,Base.getindex,mtsig,"Tuple{AttributeOrPlot, Symbol, Symbol, Vararg{Symbol}}",false,false,0,false,true,true,true
src/attributes.jl,Base.setindex!,mtsig,"Tuple{AttributeOrPlot, Any, Symbol, Symbol, Vararg{Symbol}}",false,false,0,false,true,true,true
src/attributes.jl,Base.setindex!,mtsig,"Tuple{AbstractPlot, Any, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,Base.setindex!,mtsig,"Tuple{AbstractPlot, Observable, Symbol}",false,false,0,false,true,true,true
src/attributes.jl,get_attribute,mtsig,"Tuple{Any, Any}",false,false,0,false,true,true,true
src/attributes.jl,merge_attributes!,mtsig,"Tuple{Attributes, Attributes}",false,false,0,false,true,true,true
src/basic_plots.jl,calculated_attributes!,mtsig,"Tuple{Any, Any}",false,false,0,false,true,true,true
src/basic_plots.jl,calculated_attributes!,mtsig,Tuple{T} where T,false,false,1,true,true,true,true
