File,Name,Kind,TypeDeclaration,Supertype,Error,Warning,VarCnt,ProcessedTypeDecl,ProcessedSuper,TyDeclUseSiteVariance,SuperUseSiteVariance,TyDeclImpUseSiteVariance,SuperImpUseSiteVariance,TrivConsistBounds,Package
src/TreeStructure.jl,Tree,tdmtbl,"Tree{String <: A <: String, Vector{Int64} <: B <: Vector{Int64}, Vector{Vector{Int64}} <: C <: Vector{Vector{Int64}}, D <: Vector{Float64}}",Any,false,false,4,"(((Tree{A, B, C, D} where D <: Vector{Float64}) where Vector{Vector{Int64}} <: C <: Vector{Vector{Int64}}) where Vector{Int64} <: B <: Vector{Int64}) where String <: A <: String",(((Any where D) where C) where B) where A,true,true,true,true,false,data/ta-info/all/ScenTreesMakie.jl
