File,Name,Kind,TypeDeclaration,Supertype,Error,Warning,VarCnt,ProcessedTypeDecl,ProcessedSuper,TyDeclUseSiteVariance,SuperUseSiteVariance,TyDeclImpUseSiteVariance,SuperImpUseSiteVariance,TrivConsistBounds,Package
src/alignedmapping.jl,AlignedMapping,tdstrc,"AlignedMapping{T <: Tuple, K, R}","AbstractAlignedMapping{T, K, Union{AbstractArray{<:Number}, AbstractArray{Union{Missing, T}} where T <: Number, AbstractDataFrame}}",false,false,3,"((AlignedMapping{T, K, R} where R) where K) where T <: Tuple","((AbstractAlignedMapping{T, K, Union{AbstractArray{var""##ANON_TV#1834""} where var""##ANON_TV#1834"" <: Number, AbstractArray{Union{Missing, T}} where T <: Number, AbstractDataFrame}} where R) where K) where T",true,false,true,false,true,data/ta-info/all/Muon.jl
