variable,mean,min,median,max,nmissing,sum
Error,0.0,false,0.0,false,0,0
Warning,0.012412081092263137,false,0.0,true,0,30
VarCnt,3.4480761274306992,1,3.0,22,0,8334
TyDeclUseSiteVariance,0.18659495242035581,false,0.0,true,0,451
SuperUseSiteVariance,0.7889946214315267,false,1.0,true,0,1907
TyDeclImpUseSiteVariance,1.0,true,1.0,true,0,2417
SuperImpUseSiteVariance,0.9995862639635912,false,1.0,true,0,2416
TrivConsistBounds,0.9995862639635912,false,1.0,true,0,2416
